age,education,job,income,house,credit,sex,relationship,country,savings,purpose,credit_score,expenses,loan
47,magistrale,impiegato,66780,own,26227,female,sposato/a,extra-europa,68458,car,1,1096,bad
43,phd,privato,50371,rent,28615,male,divorziato/a,europa,55154,furniture,3,1438,bad
36,diploma,operaio,39276,rent,11223,female,divorziato/a,extra-europa,47669,car,3,1030,bad
50,triennale,manager,72704,own,16632,female,divorziato/a,italia,76136,car,4,2885,bad
34,phd,manager,66856,rent,15485,female,divorziato/a,italia,86760,house,6,2899,bad
35,magistrale,impiegato,47196,rent,27640,female,divorziato/a,europa,46154,house,2,1324,bad
38,magistrale,impiegato,70161,rent,41517,female,vedovo/a,extra-europa,43744,furniture,2,1461,bad
37,magistrale,manager,69022,own,26347,male,divorziato/a,extra-europa,82982,furniture,6,3211,bad
45,phd,ceo,100337,rent,49182,male,sposato/a,extra-europa,93804,car,0,3964,bad
51,triennale,operaio,45465,rent,17859,male,sposato/a,extra-europa,55847,furniture,5,977,bad
45,diploma,impiegato,63244,rent,37296,female,sposato/a,extra-europa,54446,car,6,1327,bad
40,nessuno,disoccupato,9000,none,26992,female,divorziato/a,extra-europa,9000,house,3,459,bad
34,phd,ceo,103184,rent,28956,female,single,italia,94660,house,0,4026,bad
59,diploma,privato,46711,own,30693,female,sposato/a,extra-europa,51010,car,4,1436,bad
50,triennale,manager,73908,rent,21075,female,vedovo/a,europa,84209,car,4,3080,bad
51,triennale,manager,65614,rent,36377,male,vedovo/a,italia,70977,furniture,2,2904,bad
37,phd,manager,83301,rent,12233,female,divorziato/a,extra-europa,73389,house,2,3198,bad
45,nessuno,disoccupato,9000,rent,44152,male,divorziato/a,europa,9000,house,6,651,bad
45,nessuno,operaio,38509,own,3999,male,sposato/a,extra-europa,35763,furniture,5,755,bad
54,phd,ceo,102468,rent,47473,female,sposato/a,europa,113308,car,5,4044,good
35,magistrale,impiegato,71889,rent,13808,female,divorziato/a,extra-europa,48362,house,0,1217,bad
32,diploma,disoccupato,9000,own,7357,female,single,europa,9000,car,4,591,bad
40,diploma,manager,71275,rent,47616,male,sposato/a,extra-europa,97230,car,4,2986,bad
37,triennale,operaio,44591,own,20711,male,vedovo/a,italia,44783,furniture,6,804,bad
55,magistrale,privato,49552,rent,40468,male,divorziato/a,europa,41316,house,3,1324,bad
43,phd,impiegato,63834,rent,30446,male,sposato/a,extra-europa,44594,furniture,6,1192,good
43,magistrale,manager,76624,rent,5242,male,divorziato/a,europa,79216,furniture,4,3010,bad
55,diploma,privato,42535,rent,36358,male,sposato/a,extra-europa,56620,house,4,1431,bad
40,nessuno,manager,70072,rent,23320,male,sposato/a,europa,68489,car,1,2888,bad
33,diploma,impiegato,43064,rent,35539,male,sposato/a,europa,38083,house,6,1175,bad
59,triennale,ceo,96506,rent,41203,male,sposato/a,europa,105513,car,0,3899,bad
48,nessuno,disoccupato,9000,own,43940,female,sposato/a,italia,9000,furniture,1,463,bad
36,nessuno,disoccupato,9000,own,17316,female,sposato/a,extra-europa,9000,car,1,416,bad
40,phd,impiegato,50040,own,14262,male,sposato/a,europa,50647,education,0,1184,bad
53,nessuno,operaio,44089,rent,1941,female,divorziato/a,italia,36845,house,4,1038,bad
30,phd,impiegato,59668,rent,29443,female,vedovo/a,europa,55994,house,5,1330,bad
35,phd,ceo,107554,rent,655,male,sposato/a,extra-europa,97836,education,6,3760,good
47,magistrale,operaio,47677,own,10746,male,sposato/a,extra-europa,44883,furniture,5,998,bad
45,phd,impiegato,63614,rent,36767,female,vedovo/a,extra-europa,70686,furniture,2,1184,bad
47,magistrale,manager,64972,rent,12527,female,single,italia,102975,house,5,3058,bad
49,magistrale,impiegato,59447,rent,31395,female,sposato/a,extra-europa,67545,furniture,2,1223,bad
55,triennale,operaio,67215,rent,31868,female,sposato/a,italia,37557,car,3,1039,bad
37,triennale,privato,48138,rent,31479,male,divorziato/a,italia,44010,car,0,1478,bad
56,nessuno,disoccupato,9000,own,40126,female,vedovo/a,extra-europa,9000,furniture,0,603,bad
44,nessuno,manager,76582,rent,26235,female,single,europa,84108,furniture,4,2961,bad
35,diploma,privato,50450,own,14848,male,single,extra-europa,56729,furniture,1,1394,bad
41,diploma,operaio,50702,own,20347,male,single,italia,44938,car,0,849,bad
55,phd,ceo,107027,rent,29758,female,sposato/a,europa,117391,furniture,6,4249,good
47,nessuno,privato,36534,rent,38872,male,sposato/a,extra-europa,50644,car,0,1402,bad
35,nessuno,disoccupato,9000,own,43194,male,divorziato/a,europa,9000,furniture,4,651,bad
49,nessuno,disoccupato,9000,own,38434,female,single,italia,9000,car,0,395,bad
44,triennale,manager,77675,rent,6017,female,sposato/a,europa,89817,car,6,3042,bad
33,nessuno,impiegato,58178,rent,47302,male,divorziato/a,italia,59924,house,5,1316,bad
44,phd,impiegato,66688,rent,33075,male,divorziato/a,extra-europa,52787,furniture,4,1301,bad
36,nessuno,operaio,70310,rent,18351,male,divorziato/a,extra-europa,62265,car,5,930,bad
43,phd,impiegato,47120,rent,5756,female,sposato/a,europa,56945,furniture,1,1274,bad
32,magistrale,disoccupato,9000,rent,43029,male,divorziato/a,europa,9000,furniture,6,554,bad
53,diploma,privato,50379,own,6825,male,single,italia,40791,car,2,1537,bad
46,diploma,ceo,84759,own,30617,female,vedovo/a,extra-europa,104872,house,0,4079,bad
33,nessuno,disoccupato,9000,none,31249,female,vedovo/a,extra-europa,9000,car,0,498,bad
44,diploma,operaio,28078,own,3629,male,sposato/a,extra-europa,34828,furniture,2,965,bad
49,nessuno,operaio,31443,rent,23375,male,single,extra-europa,36463,car,2,908,bad
54,phd,impiegato,63000,own,4573,male,vedovo/a,europa,58549,house,4,1204,bad
47,magistrale,operaio,45316,own,42493,female,divorziato/a,europa,30112,house,0,1076,bad
33,diploma,operaio,24213,own,41782,male,sposato/a,italia,52346,car,1,884,bad
56,magistrale,impiegato,55831,rent,46646,female,sposato/a,italia,48425,car,5,1178,bad
44,nessuno,disoccupato,9000,own,41136,male,sposato/a,europa,9000,furniture,3,549,bad
41,triennale,operaio,45253,own,22338,male,divorziato/a,extra-europa,45893,house,3,954,bad
47,phd,privato,34012,rent,47463,female,vedovo/a,italia,41054,education,6,1378,bad
36,diploma,operaio,27621,rent,33516,female,sposato/a,extra-europa,40170,car,1,1036,bad
31,diploma,privato,48039,rent,29419,male,single,europa,73804,car,2,1539,bad
49,magistrale,manager,92216,rent,25580,male,divorziato/a,extra-europa,77409,furniture,6,3066,good
52,diploma,privato,41224,rent,14876,female,sposato/a,extra-europa,62923,house,3,1432,bad
55,diploma,manager,91826,own,6479,female,vedovo/a,italia,88989,furniture,1,2922,bad
46,diploma,privato,62460,rent,29619,male,divorziato/a,europa,66657,house,6,1435,bad
44,triennale,privato,39310,own,34500,female,sposato/a,italia,49703,furniture,0,1412,bad
45,phd,ceo,94078,rent,33709,female,sposato/a,extra-europa,103987,house,6,4079,good
51,nessuno,privato,36822,rent,18715,male,vedovo/a,extra-europa,48073,furniture,0,1396,bad
55,phd,impiegato,75261,own,33303,male,sposato/a,europa,49487,car,5,1310,good
48,magistrale,manager,67456,rent,48312,male,sposato/a,extra-europa,96820,house,4,2930,bad
35,magistrale,impiegato,85299,rent,42991,male,sposato/a,extra-europa,50392,furniture,5,1195,good
36,triennale,impiegato,68587,rent,49994,male,single,extra-europa,65903,house,5,1177,bad
33,phd,ceo,88182,rent,44623,female,single,italia,85964,car,0,3949,bad
45,phd,impiegato,65981,rent,6821,male,divorziato/a,extra-europa,64568,education,3,1258,bad
39,nessuno,operaio,43162,rent,21516,female,single,extra-europa,45535,furniture,4,856,bad
33,nessuno,disoccupato,9000,own,26479,female,vedovo/a,italia,9000,house,6,313,bad
42,magistrale,operaio,50564,rent,28360,male,single,europa,41714,furniture,5,959,bad
51,diploma,operaio,22465,none,5506,male,vedovo/a,extra-europa,47184,house,1,959,bad
36,magistrale,manager,86544,rent,42875,male,divorziato/a,europa,90070,furniture,0,3101,bad
34,triennale,manager,100774,rent,46923,female,single,italia,57721,house,0,3026,bad
40,diploma,operaio,42927,rent,16184,male,sposato/a,italia,34910,furniture,0,767,bad
59,nessuno,disoccupato,9000,own,11870,female,sposato/a,extra-europa,9000,furniture,0,569,bad
31,triennale,privato,60319,rent,43729,male,sposato/a,italia,31079,furniture,1,1608,bad
38,nessuno,disoccupato,9000,own,12704,male,divorziato/a,extra-europa,9000,house,0,339,bad
34,nessuno,privato,45994,own,37915,male,divorziato/a,italia,51375,furniture,6,1517,bad
46,diploma,privato,41183,rent,23517,male,single,italia,68511,furniture,3,1464,bad
39,nessuno,disoccupato,9000,rent,21438,male,sposato/a,europa,9000,house,5,518,bad
57,phd,impiegato,69094,own,5548,female,sposato/a,extra-europa,67342,house,2,1364,bad
52,diploma,privato,69731,own,28364,male,single,extra-europa,41146,furniture,5,1588,bad
42,nessuno,disoccupato,9000,none,23251,male,single,extra-europa,9000,car,1,206,bad
41,triennale,ceo,118043,rent,12591,male,sposato/a,extra-europa,90830,house,3,4148,good
32,triennale,manager,68401,own,8524,female,sposato/a,europa,77616,furniture,0,2941,bad
34,nessuno,disoccupato,9000,none,8073,female,sposato/a,italia,9000,car,0,432,bad
51,nessuno,impiegato,51952,rent,42284,female,divorziato/a,extra-europa,71164,house,4,1203,bad
57,triennale,impiegato,60689,rent,20985,female,divorziato/a,europa,49869,furniture,2,1220,bad
49,magistrale,manager,82587,rent,25902,female,sposato/a,europa,90226,furniture,5,2908,good
45,diploma,privato,30309,rent,30485,female,sposato/a,europa,45856,furniture,0,1628,bad
40,nessuno,operaio,39452,rent,2632,female,single,extra-europa,18403,car,0,967,bad
50,phd,manager,90049,rent,44466,female,divorziato/a,europa,77841,furniture,6,2817,good
44,magistrale,ceo,80976,rent,16773,male,single,europa,111734,furniture,1,4128,bad
59,nessuno,disoccupato,9000,none,39614,male,divorziato/a,extra-europa,9000,house,4,525,bad
43,nessuno,privato,68584,rent,45564,female,sposato/a,europa,58269,furniture,4,1356,bad
32,magistrale,manager,80048,own,2163,male,sposato/a,europa,81034,car,3,3101,good
44,triennale,manager,83003,rent,45614,female,sposato/a,extra-europa,75779,house,6,2995,good
55,diploma,privato,45847,rent,24931,female,divorziato/a,europa,59660,house,1,1490,bad
50,nessuno,disoccupato,9000,own,22395,male,single,europa,9000,furniture,4,432,bad
45,phd,impiegato,50093,own,31617,male,sposato/a,europa,87027,house,1,1100,bad
55,triennale,privato,53204,rent,40225,female,sposato/a,europa,37030,car,3,1503,bad
45,triennale,operaio,34572,rent,1159,male,divorziato/a,europa,45937,house,4,913,bad
44,phd,impiegato,63409,rent,2366,male,sposato/a,italia,51944,education,5,1302,good
52,diploma,privato,45714,rent,25325,male,divorziato/a,italia,50340,car,1,1572,bad
46,nessuno,disoccupato,9000,own,28184,female,divorziato/a,europa,9000,house,0,482,bad
50,magistrale,privato,42610,rent,13605,male,vedovo/a,europa,38114,house,1,1437,bad
44,phd,manager,59003,rent,32048,female,vedovo/a,italia,79819,education,5,3030,bad
53,magistrale,operaio,50760,rent,26553,male,divorziato/a,europa,42640,furniture,6,1000,bad
55,phd,ceo,85247,rent,20045,female,divorziato/a,europa,101950,house,1,3856,bad
47,triennale,ceo,119898,rent,47243,female,divorziato/a,extra-europa,113571,furniture,4,3995,good
48,phd,ceo,101549,rent,37954,female,single,italia,106926,house,6,3994,good
47,magistrale,privato,66445,rent,7551,female,sposato/a,italia,61402,house,5,1439,bad
45,magistrale,impiegato,48831,own,37359,male,vedovo/a,europa,61337,house,3,1195,bad
34,triennale,manager,80249,rent,3256,female,sposato/a,extra-europa,72047,car,5,3099,good
51,diploma,privato,42148,rent,40872,female,sposato/a,italia,61394,furniture,3,1491,bad
34,diploma,privato,53939,own,32291,male,vedovo/a,italia,61394,furniture,5,1677,bad
55,magistrale,privato,25877,own,47032,male,sposato/a,europa,55059,car,6,1476,bad
45,diploma,manager,78161,own,46562,female,sposato/a,italia,83209,furniture,2,3011,bad
34,diploma,impiegato,48470,rent,43342,female,divorziato/a,europa,72459,car,0,1297,bad
49,triennale,impiegato,42881,rent,9386,male,vedovo/a,extra-europa,37706,house,1,1170,bad
46,magistrale,operaio,46476,rent,22412,male,divorziato/a,extra-europa,31380,furniture,4,808,bad
53,diploma,privato,49185,rent,45459,female,sposato/a,europa,42512,car,3,1476,bad
44,phd,manager,67512,own,31878,female,sposato/a,europa,78019,education,5,2796,bad
31,diploma,privato,65804,rent,16238,male,single,italia,43679,furniture,6,1406,bad
34,nessuno,disoccupato,9000,none,12916,female,sposato/a,italia,9000,car,0,343,bad
33,magistrale,privato,40964,rent,23101,male,sposato/a,italia,46541,furniture,5,1404,bad
31,diploma,operaio,42504,own,19144,male,divorziato/a,extra-europa,50179,house,4,766,bad
46,magistrale,impiegato,72266,rent,49867,female,single,italia,50468,furniture,3,1201,bad
55,phd,manager,78192,rent,2391,female,vedovo/a,extra-europa,76190,furniture,4,3221,bad
52,diploma,privato,63015,own,43758,male,divorziato/a,europa,62717,furniture,6,1480,bad
46,diploma,operaio,45670,own,40213,male,sposato/a,extra-europa,46082,house,4,980,bad
50,nessuno,operaio,18784,own,6627,male,sposato/a,extra-europa,48506,car,1,979,bad
30,triennale,privato,45904,rent,44200,female,sposato/a,extra-europa,43333,car,2,1354,bad
42,triennale,manager,83372,own,36041,male,divorziato/a,extra-europa,66405,house,5,2991,good
35,triennale,impiegato,51429,rent,34482,male,divorziato/a,europa,75841,furniture,2,1311,bad
48,diploma,ceo,96294,rent,18815,male,sposato/a,europa,88333,car,0,3926,bad
40,magistrale,privato,43272,rent,7561,male,sposato/a,italia,51709,house,3,1570,bad
45,magistrale,privato,41363,own,1580,female,sposato/a,europa,58602,house,6,1466,bad
36,diploma,impiegato,54121,rent,31661,female,sposato/a,italia,65600,car,2,1307,bad
43,diploma,privato,45491,own,22397,female,single,italia,32260,house,1,1464,bad
54,phd,manager,68624,rent,16763,female,sposato/a,italia,81199,house,3,3201,bad
31,diploma,privato,62912,rent,36397,male,divorziato/a,italia,45376,furniture,0,1474,bad
52,phd,privato,42675,rent,8656,female,sposato/a,europa,51529,education,4,1471,bad
52,nessuno,manager,86284,own,21973,female,divorziato/a,italia,83804,furniture,4,3044,bad
33,nessuno,disoccupato,9000,own,28151,male,sposato/a,europa,9000,car,5,376,bad
31,diploma,privato,37163,rent,2598,female,sposato/a,italia,55788,furniture,5,1501,bad
45,magistrale,privato,48705,rent,20880,female,divorziato/a,italia,37509,house,1,1531,bad
36,phd,impiegato,64941,own,49429,female,sposato/a,extra-europa,57382,education,5,1278,good
31,diploma,manager,92762,rent,17795,female,single,italia,68882,car,2,2806,bad
57,triennale,impiegato,56798,rent,34764,male,sposato/a,italia,67117,car,4,1274,bad
33,triennale,privato,57357,rent,23761,male,sposato/a,europa,27431,furniture,4,1582,bad
48,diploma,operaio,31170,own,11602,male,sposato/a,europa,26516,car,6,1001,bad
43,magistrale,impiegato,58151,rent,20656,female,sposato/a,europa,67595,furniture,0,1319,bad
51,magistrale,manager,89925,rent,40286,male,divorziato/a,extra-europa,95513,furniture,3,3107,good
41,diploma,operaio,63106,rent,38227,male,single,italia,50311,house,1,835,bad
50,magistrale,privato,57342,own,47765,female,vedovo/a,extra-europa,50782,car,2,1619,bad
50,nessuno,manager,83814,own,1389,female,sposato/a,italia,83273,furniture,0,3056,bad
51,triennale,operaio,27880,own,11173,female,divorziato/a,italia,50837,house,1,837,bad
49,nessuno,disoccupato,9000,none,43130,male,divorziato/a,italia,9000,furniture,2,495,bad
36,phd,privato,52757,own,35442,male,single,italia,41143,house,4,1393,bad
58,triennale,operaio,40121,own,5000,female,sposato/a,europa,44889,car,4,844,bad
45,nessuno,disoccupato,9000,own,39398,female,divorziato/a,extra-europa,9000,furniture,3,483,bad
53,magistrale,privato,58460,own,2433,male,vedovo/a,italia,55290,car,2,1364,bad
53,diploma,manager,66429,own,5850,male,sposato/a,italia,74416,furniture,3,3160,bad
58,magistrale,privato,38199,own,38541,male,single,extra-europa,62761,car,5,1532,bad
39,phd,manager,83772,rent,39600,female,divorziato/a,italia,80146,house,0,2930,bad
48,magistrale,manager,74060,rent,23920,female,vedovo/a,europa,82631,car,0,2954,bad
54,nessuno,disoccupato,9000,rent,29645,female,sposato/a,europa,9000,furniture,3,588,bad
51,nessuno,disoccupato,9000,none,7222,male,sposato/a,extra-europa,9000,car,2,375,bad
50,triennale,ceo,99159,rent,6374,female,sposato/a,italia,101038,house,5,3954,good
56,triennale,manager,89408,rent,29424,female,divorziato/a,europa,96954,furniture,1,2936,bad
30,nessuno,privato,34633,own,48121,female,divorziato/a,europa,60984,house,2,1455,bad
32,phd,ceo,120154,rent,12609,female,sposato/a,italia,81217,education,2,4063,bad
52,magistrale,ceo,99128,none,47602,female,single,italia,85078,house,4,3874,good
38,diploma,operaio,42781,rent,560,female,sposato/a,italia,31977,car,5,701,bad
47,triennale,privato,63155,own,24099,male,divorziato/a,italia,49160,car,3,1367,bad
46,phd,impiegato,59083,own,14979,male,sposato/a,italia,40909,education,1,1298,bad
30,nessuno,disoccupato,9000,none,46640,female,single,europa,9000,house,6,550,bad
35,magistrale,impiegato,56535,own,23325,male,sposato/a,italia,61647,car,3,1468,bad
46,magistrale,impiegato,54861,rent,40581,female,sposato/a,italia,62107,car,4,1180,bad
35,magistrale,operaio,28633,rent,48714,female,single,europa,49917,car,0,877,bad
57,phd,impiegato,57138,own,17081,female,sposato/a,europa,65346,education,4,1105,bad
51,triennale,operaio,49706,rent,8545,male,vedovo/a,europa,34460,furniture,2,903,bad
50,phd,impiegato,42635,rent,7758,male,single,europa,62716,education,3,1280,bad
59,triennale,privato,62586,rent,18772,male,single,europa,47147,house,2,1601,bad
31,diploma,impiegato,68018,rent,4596,female,divorziato/a,extra-europa,49683,house,2,1328,bad
35,triennale,impiegato,52219,own,47394,female,single,europa,75929,furniture,5,1225,good
57,triennale,privato,66081,rent,11251,female,vedovo/a,italia,67533,car,3,1432,bad
43,phd,manager,72154,own,13493,male,single,europa,70894,education,6,3000,bad
30,triennale,manager,81537,rent,24035,female,divorziato/a,extra-europa,65253,house,5,3019,good
58,diploma,operaio,37235,own,29210,male,divorziato/a,extra-europa,24399,furniture,1,911,bad
45,phd,privato,62104,own,9292,female,vedovo/a,europa,54224,car,2,1659,bad
44,phd,ceo,81164,own,5988,male,sposato/a,europa,104644,education,0,3869,bad
52,magistrale,manager,69825,rent,49251,female,vedovo/a,extra-europa,81630,house,4,2888,bad
51,diploma,impiegato,83580,own,1243,female,divorziato/a,europa,50430,house,6,1139,bad
